row_order,industry_name,naics_code,industry_name_norm,series_id,supersector_code,industry_code,data_type_code,seasonal,series_title,footnote_codes,begin_year,begin_period,end_year,end_period,display_level,matched,industry_code_8,parent_series_id,parent_rule,denominator_opt1,denominator_opt1_name,denominator_opt2,denominator_opt2_name,denominator_opt3,denominator_opt3_name,denominator_opt4,denominator_opt4_name,denominator_opt5,denominator_opt5_name
227,Fabric mills,3132,fabric mills,CES3231320001,32,32313200,1,S,"All employees, thousands, fabric mills, seasonally adjusted",I,1990,M01,2025,M12,5,True,32313200,CES3231300001,parent_3digit,CES3231300001,Textile mills,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
228,Textile product mills,314,textile product mills,CES3231400001,32,32314000,1,S,"All employees, thousands, textile product mills, seasonally adjusted",,1990,M01,2026,M01,4,True,32314000,CES0500000001,top_level_to_total_private,CES0600000001,Goods-producing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
229,Textile furnishings mills,3141,textile furnishings mills,CES3231410001,32,32314100,1,S,"All employees, thousands, textile furnishings mills, seasonally adjusted",I,1990,M01,2025,M12,5,True,32314100,CES3231400001,parent_3digit,CES3231400001,Textile product mills,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
230,Other textile product mills,3149,other textile product mills,CES3231490001,32,32314900,1,S,"All employees, thousands, other textile product mills, seasonally adjusted",I,1990,M01,2025,M12,5,True,32314900,CES3231400001,parent_3digit,CES3231400001,Textile product mills,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
231,Apparel manufacturing,315,apparel manufacturing,CES3231500001,32,32315000,1,S,"All employees, thousands, apparel manufacturing, seasonally adjusted",,1990,M01,2026,M01,4,True,32315000,CES0500000001,top_level_to_total_private,CES0600000001,Goods-producing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
232,Cut and sew apparel manufacturing (except contractors),31525,cut and sew apparel manufacturing except contractors,CES3231525001,32,32315250,1,S,"All employees, thousands, cut and sew apparel manufacturing (except contractors), seasonally adjusted",I,1990,M01,2025,M12,6,True,32315250,CES3231500001,parent_3digit,CES3231500001,Apparel manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
233,Paper manufacturing,322,paper manufacturing,CES3232200001,32,32322000,1,S,"All employees, thousands, paper manufacturing, seasonally adjusted",,1990,M01,2026,M01,4,True,32322000,CES0500000001,top_level_to_total_private,CES0600000001,Goods-producing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
234,"Pulp, paper, and paperboard mills",3221,pulp paper and paperboard mills,CES3232210001,32,32322100,1,S,"All employees, thousands, pulp, paper, and paperboard mills, seasonally adjusted",I,1990,M01,2025,M12,5,True,32322100,CES3232200001,parent_3digit,CES3232200001,Paper manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
235,Converted paper product manufacturing,3222,converted paper product manufacturing,CES3232220001,32,32322200,1,S,"All employees, thousands, converted paper product manufacturing, seasonally adjusted",I,1990,M01,2025,M12,5,True,32322200,CES3232200001,parent_3digit,CES3232200001,Paper manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
236,Paperboard container manufacturing,32221,paperboard container manufacturing,CES3232221001,32,32322210,1,S,"All employees, thousands, paperboard container manufacturing, seasonally adjusted",I,1990,M01,2025,M12,6,True,32322210,CES3232200001,parent_3digit,CES3232200001,Paper manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
237,Paper bag and coated and treated paper manufacturing,32222,paper bag and coated and treated paper manufacturing,CES3232222001,32,32322220,1,S,"All employees, thousands, paper bag and coated and treated paper manufacturing, seasonally adjusted",I,1990,M01,2025,M12,6,True,32322220,CES3232200001,parent_3digit,CES3232200001,Paper manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
238,Stationery and other converted paper products,"32223,9",stationery and other converted paper products,CES3232229001,32,32322290,1,S,"All employees, thousands, stationery and other converted paper products, seasonally adjusted",I,1990,M01,2025,M12,6,True,32322290,CES3232200001,parent_3digit,CES3232200001,Paper manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
239,Printing and related support activities,323,printing and related support activities,CES3232300001,32,32323000,1,S,"All employees, thousands, printing and related support activities, seasonally adjusted",,1990,M01,2026,M01,4,True,32323000,CES0500000001,top_level_to_total_private,CES0600000001,Goods-producing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
240,Commercial screen printing,323113,commercial screen printing,CES3232311301,32,32323113,1,S,"All employees, thousands, commercial screen printing, seasonally adjusted",I,1990,M01,2025,M12,7,True,32323113,CES3232300001,parent_3digit,CES3232300001,Printing and related support activities,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
241,Commercial and book printing (except screen) and support activities for printing,"323111,17,20",commercial and book printing except screen and support activities for printing,CES3232311701,32,32323117,1,S,"All employees, thousands, commercial and book printing (except screen) and support activities for printing, seasonally adjusted",I,1990,M01,2025,M12,7,True,32323117,CES3232300001,parent_3digit,CES3232300001,Printing and related support activities,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
242,Petroleum and coal products manufacturing,324,petroleum and coal products manufacturing,CES3232400001,32,32324000,1,S,"All employees, thousands, petroleum and coal products manufacturing, seasonally adjusted",,1990,M01,2026,M01,4,True,32324000,CES0500000001,top_level_to_total_private,CES0600000001,Goods-producing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
243,Petroleum refineries,32411,petroleum refineries,CES3232411001,32,32324110,1,S,"All employees, thousands, petroleum refineries, seasonally adjusted",I,1947,M01,2025,M12,6,True,32324110,CES3232400001,parent_3digit,CES3232400001,Petroleum and coal products manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
244,"Asphalt paving, roofing, saturated materials, and other petroleum and coal products manufacturing","32412,9",asphalt paving roofing saturated materials and other petroleum and coal products manufacturing,CES3232419001,32,32324190,1,S,"All employees, thousands, asphalt paving, roofing, saturated materials, and other petroleum and coal products manufacturing, seasonally adjusted",I,1990,M01,2025,M12,6,True,32324190,CES3232400001,parent_3digit,CES3232400001,Petroleum and coal products manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
245,Chemical manufacturing,325,chemical manufacturing,CES3232500001,32,32325000,1,S,"All employees, thousands, chemical manufacturing, seasonally adjusted",,1990,M01,2026,M01,4,True,32325000,CES0500000001,top_level_to_total_private,CES0600000001,Goods-producing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
246,Basic chemical manufacturing,3251,basic chemical manufacturing,CES3232510001,32,32325100,1,S,"All employees, thousands, basic chemical manufacturing, seasonally adjusted",I,1990,M01,2025,M12,5,True,32325100,CES3232500001,parent_3digit,CES3232500001,Chemical manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
247,"Petrochemical, industrial gas, synthetic dye, pigment, and other basic inorganic chemical manufacturing","32511,2,3,8",petrochemical industrial gas synthetic dye pigment and other basic inorganic chemical manufacturing,CES3232518001,32,32325180,1,S,"All employees, thousands, petrochemical, industrial gas, synthetic dye, pigment, and other basic inorganic chemical manufacturing, seasonally adjusted",I,1990,M01,2025,M12,6,True,32325180,CES3232500001,parent_3digit,CES3232500001,Chemical manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
248,Other basic organic chemical manufacturing,32519,other basic organic chemical manufacturing,CES3232519001,32,32325190,1,S,"All employees, thousands, other basic organic chemical manufacturing, seasonally adjusted",I,1990,M01,2025,M12,6,True,32325190,CES3232500001,parent_3digit,CES3232500001,Chemical manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
249,"Resin, synthetic rubber, and artificial and synthetic fibers and filaments manufacturing",3252,resin synthetic rubber and artificial and synthetic fibers and filaments manufacturing,CES3232520001,32,32325200,1,S,"All employees, thousands, resin, synthetic rubber, and artificial and synthetic fibers and filaments manufacturing, seasonally adjusted",I,1990,M01,2025,M12,5,True,32325200,CES3232500001,parent_3digit,CES3232500001,Chemical manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
250,Plastics material and resin manufacturing,325211,plastics material and resin manufacturing,CES3232521101,32,32325211,1,S,"All employees, thousands, plastics material and resin manufacturing, seasonally adjusted",I,1990,M01,2025,M12,7,True,32325211,CES3232500001,parent_3digit,CES3232500001,Chemical manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
251,"Pesticide, fertilizer, and other agricultural chemical manufacturing",3253,pesticide fertilizer and other agricultural chemical manufacturing,CES3232530001,32,32325300,1,S,"All employees, thousands, pesticide, fertilizer, and other agricultural chemical manufacturing, seasonally adjusted",I,1972,M01,2025,M12,5,True,32325300,CES3232500001,parent_3digit,CES3232500001,Chemical manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
252,Pharmaceutical and medicine manufacturing,3254,pharmaceutical and medicine manufacturing,CES3232540001,32,32325400,1,S,"All employees, thousands, pharmaceutical and medicine manufacturing, seasonally adjusted",I,1990,M01,2025,M12,5,True,32325400,CES3232500001,parent_3digit,CES3232500001,Chemical manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
253,Pharmaceutical preparation manufacturing,325412,pharmaceutical preparation manufacturing,CES3232541201,32,32325412,1,S,"All employees, thousands, pharmaceutical preparation manufacturing, seasonally adjusted",I,1990,M01,2025,M12,7,True,32325412,CES3232500001,parent_3digit,CES3232500001,Chemical manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
254,"Medicinal, botanical, in-vitro diagnostic substance, and biological product manufacturing","325411,3,4",medicinal botanical in-vitro diagnostic substance and biological product manufacturing,CES3232541401,32,32325414,1,S,"All employees, thousands, medicinal, botanical, in-vitro diagnostic substance, and biological product manufacturing, seasonally adjusted",I,1990,M01,2025,M12,7,True,32325414,CES3232500001,parent_3digit,CES3232500001,Chemical manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
255,"Paint, coating, and adhesive manufacturing",3255,paint coating and adhesive manufacturing,CES3232550001,32,32325500,1,S,"All employees, thousands, paint, coating, and adhesive manufacturing, seasonally adjusted",I,1990,M01,2025,M12,5,True,32325500,CES3232500001,parent_3digit,CES3232500001,Chemical manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
256,"Soap, cleaning compound, and toilet preparation manufacturing",3256,soap cleaning compound and toilet preparation manufacturing,CES3232560001,32,32325600,1,S,"All employees, thousands, soap, cleaning compound, and toilet preparation manufacturing, seasonally adjusted",I,1990,M01,2025,M12,5,True,32325600,CES3232500001,parent_3digit,CES3232500001,Chemical manufacturing,CES3200000001,Nondurable goods,CES3000000001,Manufacturing,CES0600000001,Goods-producing,CES0500000001,Total private
